fecha;tratamiento;temp_min;temp_media;temp_max;hr_min;hr_media;hr_max;precipitacion_mm;par;dpv_kpa;horas_frio;hf_acumuladas
2024-04-24;invernadero;11.89;18.72255319148936;31.95;44.299;78.33715625;95.477;;;0.7922667350758172;0.0;0.3599999999999994
2024-04-25;campo;5.62;12.80177083333333;21.25;53.81;83.011875;96.21;;;0.3850773975622255;4.38;18.33
2024-04-25;invernadero;10.64;17.83311827956989;27.34;51.829;78.90144791666667;96.524;;;0.5670899513999725;0.0;0.3599999999999994
2024-04-26;campo;7.58;14.15635416666667;21.65;54.38;79.341875;94.08;;;0.4286924802626766;2.42;20.75
2024-04-26;invernadero;11.01;17.53789473684211;29.54;46.786;77.82929166666666;96.015;;;0.6802059305419281;0.0;0.3599999999999994
2024-04-27;campo;5.99;13.4225;22.91;50.02;77.93593750000001;95.34;;;0.4496572168450097;4.01;24.76
2024-04-27;invernadero;12.12;16.82864583333333;29.48;46.174;79.11655208333333;93.15;;;0.7452882610036071;0.0;0.3599999999999994
2024-04-28;campo;5.18;11.40958333333333;20.4;59.28;83.93963541666666;94.97;;;0.3379369166826791;4.82;29.58
2024-04-28;invernadero;9.34;15.57073684210526;29.62;46.109;81.91946875000001;95.665;;;0.6591370008299591;0.6600000000000001;1.0199999999999996
2024-04-29;campo;5.8;12.306875;19.58;51.82;80.61208333333333;94.7;;;0.3924543502805642;4.2;33.78
2024-04-29;invernadero;9.58;16.27648936170213;29.69;46.56;79.71306249999999;96.149;;;0.6548269387658106;0.4199999999999999;1.4399999999999995
2024-04-30;campo;9.34;14.24614583333334;22.33;42.243;72.23160416666667;87.42;;;0.6327558150395183;0.6600000000000001;34.44
2024-04-30;invernadero;11.08;16.90621052631579;27.89;49.605;79.47166666666666;94.56;;;0.6322665682145141;0.0;1.4399999999999995
2024-05-01;campo;7.81;13.0846875;21.16;57.93;83.45229166666667;94.6;;;0.3915370453880711;2.1900000000000004;36.63
2024-05-01;invernadero;10.99;16.105625;27.28;49.924;81.56833333333334;93.015;;;0.6322269170521264;0.0;1.4399999999999995
